,facilityName,facilityIdentifier
544,KIYUMBA HC IV,AjaGtzC8woM
545,KIYUMBA HC IV,AjaGtzC8woM
546,KIYUMBA HC IV,AjaGtzC8woM
547,KIYUMBA HC IV,AjaGtzC8woM
548,KIYUMBA HC IV,AjaGtzC8woM
549,KIYUMBA HC IV,AjaGtzC8woM
550,KIYUMBA HC IV,AjaGtzC8woM
551,KIYUMBA HC IV,AjaGtzC8woM
552,KIYUMBA HC IV,AjaGtzC8woM
553,KIYUMBA HC IV,AjaGtzC8woM
554,KIYUMBA HC IV,AjaGtzC8woM
555,KIYUMBA HC IV,AjaGtzC8woM
556,KIYUMBA HC IV,AjaGtzC8woM
557,KIYUMBA HC IV,AjaGtzC8woM
558,KIYUMBA HC IV,AjaGtzC8woM
559,KIYUMBA HC IV,AjaGtzC8woM
560,KIYUMBA HC IV,AjaGtzC8woM
561,KIYUMBA HC IV,AjaGtzC8woM
562,KIYUMBA HC IV,AjaGtzC8woM
563,KIYUMBA HC IV,AjaGtzC8woM
564,KIYUMBA HC IV,AjaGtzC8woM
565,KIYUMBA HC IV,AjaGtzC8woM
566,KIYUMBA HC IV,AjaGtzC8woM
567,KIYUMBA HC IV,AjaGtzC8woM
568,KIYUMBA HC IV,AjaGtzC8woM
569,KIYUMBA HC IV,AjaGtzC8woM
570,KIYUMBA HC IV,AjaGtzC8woM
571,KIYUMBA HC IV,AjaGtzC8woM
572,KIYUMBA HC IV,AjaGtzC8woM
573,KIYUMBA HC IV,AjaGtzC8woM
574,KIYUMBA HC IV,AjaGtzC8woM
575,KIYUMBA HC IV,AjaGtzC8woM
576,KIYUMBA HC IV,AjaGtzC8woM
577,KIYUMBA HC IV,AjaGtzC8woM
578,KIYUMBA HC IV,AjaGtzC8woM
579,KIYUMBA HC IV,AjaGtzC8woM
580,KIYUMBA HC IV,AjaGtzC8woM
581,KIYUMBA HC IV,AjaGtzC8woM
582,KIYUMBA HC IV,AjaGtzC8woM
583,KIYUMBA HC IV,AjaGtzC8woM
584,KIYUMBA HC IV,AjaGtzC8woM
585,KIYUMBA HC IV,AjaGtzC8woM
586,KIYUMBA HC IV,AjaGtzC8woM
587,KIYUMBA HC IV,AjaGtzC8woM
588,KIYUMBA HC IV,AjaGtzC8woM
589,KIYUMBA HC IV,AjaGtzC8woM
590,KIYUMBA HC IV,AjaGtzC8woM
591,KIYUMBA HC IV,AjaGtzC8woM
592,KIYUMBA HC IV,AjaGtzC8woM
593,KIYUMBA HC IV,AjaGtzC8woM
594,KIYUMBA HC IV,AjaGtzC8woM
595,KIYUMBA HC IV,AjaGtzC8woM
596,KIYUMBA HC IV,AjaGtzC8woM
597,KIYUMBA HC IV,AjaGtzC8woM
598,KIYUMBA HC IV,AjaGtzC8woM
599,KIYUMBA HC IV,AjaGtzC8woM
600,KIYUMBA HC IV,AjaGtzC8woM
601,KIYUMBA HC IV,AjaGtzC8woM
602,KIYUMBA HC IV,AjaGtzC8woM
603,KIYUMBA HC IV,AjaGtzC8woM
604,KIYUMBA HC IV,AjaGtzC8woM
605,KIYUMBA HC IV,AjaGtzC8woM
606,KIYUMBA HC IV,AjaGtzC8woM
607,KIYUMBA HC IV,AjaGtzC8woM
608,KIYUMBA HC IV,AjaGtzC8woM
609,KIYUMBA HC IV,AjaGtzC8woM
610,KIYUMBA HC IV,AjaGtzC8woM
611,KIYUMBA HC IV,AjaGtzC8woM
612,Health Center Name,KssVUerFkyV
613,KIYUMBA HC IV,AjaGtzC8woM
614,KIYUMBA HC IV,AjaGtzC8woM
615,KIYUMBA HC IV,AjaGtzC8woM
616,KIYUMBA HC IV,AjaGtzC8woM
617,KIYUMBA HC IV,AjaGtzC8woM
618,KIYUMBA HC IV,AjaGtzC8woM
619,KIYUMBA HC IV,AjaGtzC8woM
620,KIYUMBA HC IV,AjaGtzC8woM
621,KIYUMBA HC IV,AjaGtzC8woM
622,KIYUMBA HC IV,AjaGtzC8woM
623,KIYUMBA HC IV,AjaGtzC8woM
624,KIYUMBA HC IV,AjaGtzC8woM
625,KIYUMBA HC IV,AjaGtzC8woM
626,KIYUMBA HC IV,AjaGtzC8woM
627,KIYUMBA HC IV,AjaGtzC8woM
628,KIYUMBA HC IV,AjaGtzC8woM
629,KIYUMBA HC IV,AjaGtzC8woM
630,KIYUMBA HC IV,AjaGtzC8woM
631,KIYUMBA HC IV,AjaGtzC8woM
632,KIYUMBA HC IV,AjaGtzC8woM
633,KIYUMBA HC IV,AjaGtzC8woM
634,KIYUMBA HC IV,AjaGtzC8woM
635,KIYUMBA HC IV,AjaGtzC8woM
636,KIYUMBA HC IV,AjaGtzC8woM
637,KIYUMBA HC IV,AjaGtzC8woM
638,KIYUMBA HC IV,AjaGtzC8woM
639,KIYUMBA HC IV,AjaGtzC8woM
640,KIYUMBA HC IV,AjaGtzC8woM
641,KIYUMBA HC IV,AjaGtzC8woM
642,KIYUMBA HC IV,AjaGtzC8woM
643,KIYUMBA HC IV,AjaGtzC8woM
644,KIYUMBA HC IV,AjaGtzC8woM
645,KIYUMBA HC IV,AjaGtzC8woM
646,KIYUMBA HC IV,AjaGtzC8woM
647,KIYUMBA HC IV,AjaGtzC8woM
648,KIYUMBA HC IV,AjaGtzC8woM
649,KIYUMBA HC IV,AjaGtzC8woM
650,KIYUMBA HC IV,AjaGtzC8woM
651,KIYUMBA HC IV,AjaGtzC8woM
652,KIYUMBA HC IV,AjaGtzC8woM
653,KIYUMBA HC IV,AjaGtzC8woM
654,KIYUMBA HC IV,AjaGtzC8woM
655,KIYUMBA HC IV,AjaGtzC8woM
656,KIYUMBA HC IV,AjaGtzC8woM
657,KIYUMBA HC IV,AjaGtzC8woM
658,KIYUMBA HC IV,AjaGtzC8woM
659,KIYUMBA HC IV,AjaGtzC8woM
660,KIYUMBA HC IV,AjaGtzC8woM
661,KIYUMBA HC IV,AjaGtzC8woM
662,KIYUMBA HC IV,AjaGtzC8woM
663,KIYUMBA HC IV,AjaGtzC8woM
664,KIYUMBA HC IV,AjaGtzC8woM
665,KIYUMBA HC IV,AjaGtzC8woM
666,KIYUMBA HC IV,AjaGtzC8woM
667,KIYUMBA HC IV,AjaGtzC8woM
668,KIYUMBA HC IV,AjaGtzC8woM
669,KIYUMBA HC IV,AjaGtzC8woM
670,KIYUMBA HC IV,AjaGtzC8woM
671,KIYUMBA HC IV,AjaGtzC8woM
672,KIYUMBA HC IV,AjaGtzC8woM
673,KIYUMBA HC IV,AjaGtzC8woM
674,KIYUMBA HC IV,AjaGtzC8woM
675,KIYUMBA HC IV,AjaGtzC8woM
676,KIYUMBA HC IV,AjaGtzC8woM
677,KIYUMBA HC IV,AjaGtzC8woM
678,KIYUMBA HC IV,AjaGtzC8woM
679,KIYUMBA HC IV,AjaGtzC8woM
680,KIYUMBA HC IV,AjaGtzC8woM
681,KIYUMBA HC IV,AjaGtzC8woM
682,KIYUMBA HC IV,AjaGtzC8woM
683,KIYUMBA HC IV,AjaGtzC8woM
684,KIYUMBA HC IV,AjaGtzC8woM
685,KIYUMBA HC IV,AjaGtzC8woM
686,KIYUMBA HC IV,AjaGtzC8woM
687,KIYUMBA HC IV,AjaGtzC8woM
688,KIYUMBA HC IV,AjaGtzC8woM
689,KIYUMBA HC IV,AjaGtzC8woM
690,KIYUMBA HC IV,AjaGtzC8woM
691,KIYUMBA HC IV,AjaGtzC8woM
692,KIYUMBA HC IV,AjaGtzC8woM
693,KIYUMBA HC IV,AjaGtzC8woM
694,KIYUMBA HC IV,AjaGtzC8woM
695,KIYUMBA HC IV,AjaGtzC8woM
696,KIYUMBA HC IV,AjaGtzC8woM
697,KIYUMBA HC IV,AjaGtzC8woM
698,KIYUMBA HC IV,AjaGtzC8woM
699,KIYUMBA HC IV,AjaGtzC8woM
700,KIYUMBA HC IV,AjaGtzC8woM
701,KIYUMBA HC IV,AjaGtzC8woM
702,KIYUMBA HC IV,AjaGtzC8woM
703,KIYUMBA HC IV,AjaGtzC8woM
704,KIYUMBA HC IV,AjaGtzC8woM
705,KIYUMBA HC IV,AjaGtzC8woM
706,KIYUMBA HC IV,AjaGtzC8woM
707,KIYUMBA HC IV,AjaGtzC8woM
708,KIYUMBA HC IV,AjaGtzC8woM
709,KIYUMBA HC IV,AjaGtzC8woM
710,KIYUMBA HC IV,AjaGtzC8woM
711,KIYUMBA HC IV,AjaGtzC8woM
712,KIYUMBA HC IV,AjaGtzC8woM
713,KIYUMBA HC IV,AjaGtzC8woM
714,KIYUMBA HC IV,AjaGtzC8woM
715,KIYUMBA HC IV,AjaGtzC8woM
716,KIYUMBA HC IV,AjaGtzC8woM
717,KIYUMBA HC IV,AjaGtzC8woM
718,KIYUMBA HC IV,AjaGtzC8woM
719,KIYUMBA HC IV,AjaGtzC8woM
720,KIYUMBA HC IV,AjaGtzC8woM
721,KIYUMBA HC IV,AjaGtzC8woM
722,KIYUMBA HC IV,AjaGtzC8woM
723,KIYUMBA HC IV,AjaGtzC8woM
724,KIYUMBA HC IV,AjaGtzC8woM
725,KIYUMBA HC IV,AjaGtzC8woM
726,KIYUMBA HC IV,AjaGtzC8woM
727,KIYUMBA HC IV,AjaGtzC8woM
728,KIYUMBA HC IV,AjaGtzC8woM
729,KIYUMBA HC IV,AjaGtzC8woM
730,KIYUMBA HC IV,AjaGtzC8woM
731,KIYUMBA HC IV,AjaGtzC8woM
732,KIYUMBA HC IV,AjaGtzC8woM
733,KIYUMBA HC IV,AjaGtzC8woM
734,KIYUMBA HC IV,AjaGtzC8woM
735,KIYUMBA HC IV,AjaGtzC8woM
736,KIYUMBA HC IV,AjaGtzC8woM
737,KIYUMBA HC IV,AjaGtzC8woM
738,KIYUMBA HC IV,AjaGtzC8woM
739,KIYUMBA HC IV,AjaGtzC8woM
740,KIYUMBA HC IV,AjaGtzC8woM
741,KIYUMBA HC IV,AjaGtzC8woM
742,KIYUMBA HC IV,AjaGtzC8woM
743,KIYUMBA HC IV,AjaGtzC8woM
744,KIYUMBA HC IV,AjaGtzC8woM
745,KIYUMBA HC IV,AjaGtzC8woM
746,KIYUMBA HC IV,AjaGtzC8woM
747,KIYUMBA HC IV,AjaGtzC8woM
748,KIYUMBA HC IV,AjaGtzC8woM
749,KIYUMBA HC IV,AjaGtzC8woM
750,KIYUMBA HC IV,AjaGtzC8woM
751,KIYUMBA HC IV,AjaGtzC8woM
752,KIYUMBA HC IV,AjaGtzC8woM
753,KIYUMBA HC IV,AjaGtzC8woM
754,KIYUMBA HC IV,AjaGtzC8woM
755,KIYUMBA HC IV,AjaGtzC8woM
756,KIYUMBA HC IV,AjaGtzC8woM
757,KIYUMBA HC IV,AjaGtzC8woM
758,KIYUMBA HC IV,AjaGtzC8woM
759,KIYUMBA HC IV,AjaGtzC8woM
760,KIYUMBA HC IV,AjaGtzC8woM
761,KIYUMBA HC IV,AjaGtzC8woM
762,KIYUMBA HC IV,AjaGtzC8woM
763,KIYUMBA HC IV,AjaGtzC8woM
764,KIYUMBA HC IV,AjaGtzC8woM
765,KIYUMBA HC IV,AjaGtzC8woM
766,KIYUMBA HC IV,AjaGtzC8woM
767,KIYUMBA HC IV,AjaGtzC8woM
768,KIYUMBA HC IV,AjaGtzC8woM
769,KIYUMBA HC IV,AjaGtzC8woM
770,KIYUMBA HC IV,AjaGtzC8woM
771,KIYUMBA HC IV,AjaGtzC8woM
772,KIYUMBA HC IV,AjaGtzC8woM
773,KIYUMBA HC IV,AjaGtzC8woM
774,KIYUMBA HC IV,AjaGtzC8woM
775,KIYUMBA HC IV,AjaGtzC8woM
776,KIYUMBA HC IV,AjaGtzC8woM
777,KIYUMBA HC IV,AjaGtzC8woM
778,KIYUMBA HC IV,AjaGtzC8woM
779,KIYUMBA HC IV,AjaGtzC8woM
780,KIYUMBA HC IV,AjaGtzC8woM
781,KIYUMBA HC IV,AjaGtzC8woM
782,KIYUMBA HC IV,AjaGtzC8woM
783,KIYUMBA HC IV,AjaGtzC8woM
784,KIYUMBA HC IV,AjaGtzC8woM
785,KIYUMBA HC IV,AjaGtzC8woM
786,KIYUMBA HC IV,AjaGtzC8woM
787,KIYUMBA HC IV,AjaGtzC8woM
788,KIYUMBA HC IV,AjaGtzC8woM
789,KIYUMBA HC IV,AjaGtzC8woM
790,KIYUMBA HC IV,AjaGtzC8woM
791,KIYUMBA HC IV,AjaGtzC8woM
792,KIYUMBA HC IV,AjaGtzC8woM
793,KIYUMBA HC IV,AjaGtzC8woM
794,KIYUMBA HC IV,AjaGtzC8woM
795,KIYUMBA HC IV,AjaGtzC8woM
796,KIYUMBA HC IV,AjaGtzC8woM
797,KIYUMBA HC IV,AjaGtzC8woM
798,KIYUMBA HC IV,AjaGtzC8woM
799,KIYUMBA HC IV,AjaGtzC8woM
800,KIYUMBA HC IV,AjaGtzC8woM
801,KIYUMBA HC IV,AjaGtzC8woM
802,KIYUMBA HC IV,AjaGtzC8woM
803,KIYUMBA HC IV,AjaGtzC8woM
804,KIYUMBA HC IV,AjaGtzC8woM
805,KIYUMBA HC IV,AjaGtzC8woM
806,KIYUMBA HC IV,AjaGtzC8woM
807,KIYUMBA HC IV,AjaGtzC8woM
808,KIYUMBA HC IV,AjaGtzC8woM
809,KIYUMBA HC IV,AjaGtzC8woM
810,KIYUMBA HC IV,AjaGtzC8woM
811,KIYUMBA HC IV,AjaGtzC8woM
812,KIYUMBA HC IV,AjaGtzC8woM
813,KIYUMBA HC IV,AjaGtzC8woM
814,KIYUMBA HC IV,AjaGtzC8woM
815,KIYUMBA HC IV,AjaGtzC8woM
816,KIYUMBA HC IV,AjaGtzC8woM
817,KIYUMBA HC IV,AjaGtzC8woM
818,KIYUMBA HC IV,AjaGtzC8woM
819,KIYUMBA HC IV,AjaGtzC8woM
820,KIYUMBA HC IV,AjaGtzC8woM
821,KIYUMBA HC IV,AjaGtzC8woM
822,KIYUMBA HC IV,AjaGtzC8woM
823,KIYUMBA HC IV,AjaGtzC8woM
824,KIYUMBA HC IV,AjaGtzC8woM
825,KIYUMBA HC IV,AjaGtzC8woM
826,KIYUMBA HC IV,AjaGtzC8woM
827,KIYUMBA HC IV,AjaGtzC8woM
828,KIYUMBA HC IV,AjaGtzC8woM
829,KIYUMBA HC IV,AjaGtzC8woM
830,KIYUMBA HC IV,AjaGtzC8woM
831,KIYUMBA HC IV,AjaGtzC8woM
832,KIYUMBA HC IV,AjaGtzC8woM
833,KIYUMBA HC IV,AjaGtzC8woM
834,KIYUMBA HC IV,AjaGtzC8woM
835,KIYUMBA HC IV,AjaGtzC8woM
836,KIYUMBA HC IV,AjaGtzC8woM
837,KIYUMBA HC IV,AjaGtzC8woM
838,KIYUMBA HC IV,AjaGtzC8woM
839,KISENYI HC IV,hjZvWkoLzzp
840,Kisozi HC III,KNuyUySHocg
841,MARPI,U6DZjzffCuQ
842,Health Center Name,a0plh70j00D
843,Wattuba HCIII,Tr9SwdDaZNB
844,BUWAMA HEALTH CENTRE III,Vi3ibjRtMzU
845,Family Hope Center Kampala,x0giNVjxX76
846,BUKULULA HCIV,DFuALUpGId9
847,BUKULULA HCIV,DFuALUpGId9
848,Health Center Name,a0plh70j00D
849,Health Center Name,a0plh70j00D
850,Health Center Name,a0plh70j00D
851,Health Center Name,a0plh70j00D
852,Health Center Name,a0plh70j00D
853,Health Center Name,a0plh70j00D
854,Health Center Name,a0plh70j00D
855,Health Center Name,a0plh70j00D
856,Health Center Name,a0plh70j00D
857,Health Center Name,a0plh70j00D
858,Health Center Name,a0plh70j00D
859,Health Center Name,a0plh70j00D
860,Health Center Name,a0plh70j00D
861,Health Center Name,a0plh70j00D
862,Health Center Name,a0plh70j00D
863,Health Center Name,a0plh70j00D
864,Health Center Name,a0plh70j00D
865,Health Center Name,a0plh70j00D
866,Health Center Name,a0plh70j00D
867,Health Center Name,a0plh70j00D
868,Health Center Name,a0plh70j00D
869,Health Center Name,a0plh70j00D
870,Health Center Name,a0plh70j00D
871,Health Center Name,a0plh70j00D
872,Health Center Name,a0plh70j00D
873,Health Center Name,a0plh70j00D
874,Health Center Name,a0plh70j00D
875,Health Center Name,a0plh70j00D
876,Health Center Name,a0plh70j00D
877,Health Center Name,a0plh70j00D
878,Health Center Name,a0plh70j00D
879,Health Center Name,a0plh70j00D
880,Health Center Name,a0plh70j00D
881,Health Center Name,a0plh70j00D
882,Health Center Name,a0plh70j00D
883,Health Center Name,a0plh70j00D
884,Health Center Name,a0plh70j00D
885,Health Center Name,a0plh70j00D
886,Health Center Name,a0plh70j00D
887,Health Center Name,a0plh70j00D
888,Health Center Name,a0plh70j00D
889,Health Center Name,a0plh70j00D
890,Health Center Name,a0plh70j00D
891,Health Center Name,a0plh70j00D
892,Health Center Name,a0plh70j00D
893,Health Center Name,a0plh70j00D
894,Health Center Name,a0plh70j00D
895,Health Center Name,a0plh70j00D
896,Health Center Name,a0plh70j00D
897,Health Center Name,a0plh70j00D
898,Health Center Name,a0plh70j00D
899,Health Center Name,a0plh70j00D
900,Health Center Name,a0plh70j00D
901,Health Center Name,a0plh70j00D
902,Health Center Name,a0plh70j00D
903,Health Center Name,a0plh70j00D
904,Health Center Name,a0plh70j00D
905,Health Center Name,a0plh70j00D
906,Health Center Name,a0plh70j00D
907,Health Center Name,a0plh70j00D
908,Health Center Name,a0plh70j00D
909,Health Center Name,a0plh70j00D
910,Health Center Name,a0plh70j00D
911,Health Center Name,a0plh70j00D
912,Health Center Name,a0plh70j00D
913,Health Center Name,a0plh70j00D
914,Health Center Name,a0plh70j00D
915,Health Center Name,a0plh70j00D
916,Health Center Name,a0plh70j00D
917,Health Center Name,a0plh70j00D
918,Health Center Name,a0plh70j00D
919,Health Center Name,a0plh70j00D
920,Health Center Name,a0plh70j00D
921,Health Center Name,a0plh70j00D
922,Health Center Name,a0plh70j00D
923,Health Center Name,a0plh70j00D
924,Health Center Name,a0plh70j00D
925,Health Center Name,a0plh70j00D
926,Health Center Name,a0plh70j00D
927,Health Center Name,a0plh70j00D
928,Health Center Name,a0plh70j00D
929,Health Center Name,a0plh70j00D
930,Health Center Name,a0plh70j00D
931,Health Center Name,a0plh70j00D
932,Health Center Name,a0plh70j00D
933,Health Center Name,a0plh70j00D
934,Health Center Name,a0plh70j00D
935,Health Center Name,a0plh70j00D
936,Health Center Name,a0plh70j00D
937,Health Center Name,a0plh70j00D
938,Health Center Name,a0plh70j00D
939,Health Center Name,a0plh70j00D
940,Health Center Name,a0plh70j00D
941,Health Center Name,a0plh70j00D
942,Health Center Name,a0plh70j00D
943,Health Center Name,a0plh70j00D
944,Health Center Name,a0plh70j00D
945,Health Center Name,a0plh70j00D
946,Health Center Name,a0plh70j00D
947,Health Center Name,a0plh70j00D
948,Health Center Name,a0plh70j00D
949,Health Center Name,a0plh70j00D
950,Health Center Name,a0plh70j00D
951,Health Center Name,a0plh70j00D
952,Health Center Name,a0plh70j00D
953,Health Center Name,a0plh70j00D
954,Health Center Name,a0plh70j00D
955,Health Center Name,a0plh70j00D
956,Health Center Name,a0plh70j00D
957,Health Center Name,a0plh70j00D
958,Health Center Name,a0plh70j00D
959,Health Center Name,a0plh70j00D
960,Health Center Name,a0plh70j00D
961,Health Center Name,a0plh70j00D
962,Health Center Name,a0plh70j00D
963,Health Center Name,a0plh70j00D
964,Health Center Name,a0plh70j00D
965,Health Center Name,a0plh70j00D
966,Health Center Name,a0plh70j00D
967,Health Center Name,a0plh70j00D
968,Health Center Name,a0plh70j00D
969,Health Center Name,a0plh70j00D
970,Health Center Name,a0plh70j00D
971,Health Center Name,a0plh70j00D
972,Health Center Name,a0plh70j00D
973,Health Center Name,a0plh70j00D
974,Health Center Name,a0plh70j00D
975,Health Center Name,a0plh70j00D
976,Health Center Name,a0plh70j00D
977,Health Center Name,a0plh70j00D
978,Health Center Name,a0plh70j00D
979,Health Center Name,a0plh70j00D
980,Health Center Name,a0plh70j00D
981,Health Center Name,a0plh70j00D
982,Health Center Name,a0plh70j00D
983,Health Center Name,a0plh70j00D
984,Health Center Name,a0plh70j00D
985,Health Center Name,a0plh70j00D
986,Health Center Name,a0plh70j00D
987,Health Center Name,a0plh70j00D
988,Health Center Name,a0plh70j00D
989,Health Center Name,a0plh70j00D
990,Health Center Name,a0plh70j00D
991,Health Center Name,a0plh70j00D
992,Health Center Name,a0plh70j00D
993,Health Center Name,a0plh70j00D
994,Health Center Name,a0plh70j00D
995,Health Center Name,a0plh70j00D
996,Health Center Name,a0plh70j00D
997,Health Center Name,a0plh70j00D
998,Health Center Name,a0plh70j00D
999,Health Center Name,a0plh70j00D
1000,Health Center Name,a0plh70j00D
1001,Health Center Name,a0plh70j00D
1002,Health Center Name,a0plh70j00D
1003,Health Center Name,a0plh70j00D
1004,Health Center Name,a0plh70j00D
1005,Health Center Name,a0plh70j00D
1006,Health Center Name,a0plh70j00D
1007,Health Center Name,a0plh70j00D
1008,Health Center Name,a0plh70j00D
1009,Health Center Name,a0plh70j00D
1010,Health Center Name,a0plh70j00D
1011,Health Center Name,a0plh70j00D
1012,Health Center Name,a0plh70j00D
1013,Health Center Name,a0plh70j00D
1014,Health Center Name,a0plh70j00D
1015,Health Center Name,a0plh70j00D
1016,Health Center Name,a0plh70j00D
1017,Health Center Name,a0plh70j00D
1018,Health Center Name,a0plh70j00D
1019,Health Center Name,a0plh70j00D
1020,Health Center Name,a0plh70j00D
1021,Health Center Name,a0plh70j00D
1022,Health Center Name,a0plh70j00D
1023,Health Center Name,a0plh70j00D
1024,Health Center Name,a0plh70j00D
1025,Health Center Name,a0plh70j00D
1026,Health Center Name,a0plh70j00D
1027,Health Center Name,a0plh70j00D
1028,Health Center Name,a0plh70j00D
1029,Health Center Name,a0plh70j00D
1030,Health Center Name,a0plh70j00D
1031,Health Center Name,a0plh70j00D
1032,Health Center Name,a0plh70j00D
1033,Health Center Name,a0plh70j00D
1034,Health Center Name,a0plh70j00D
1035,Health Center Name,a0plh70j00D
1036,Health Center Name,a0plh70j00D
1037,Health Center Name,a0plh70j00D
1038,Health Center Name,a0plh70j00D
1039,Health Center Name,a0plh70j00D
1040,Health Center Name,a0plh70j00D
1041,Health Center Name,a0plh70j00D
1042,Health Center Name,a0plh70j00D
1043,Health Center Name,a0plh70j00D
1044,Health Center Name,a0plh70j00D
1045,Health Center Name,a0plh70j00D
1046,Health Center Name,a0plh70j00D
1047,Health Center Name,a0plh70j00D
1048,Health Center Name,a0plh70j00D
1049,Health Center Name,a0plh70j00D
1050,Health Center Name,a0plh70j00D
1051,Health Center Name,a0plh70j00D
1052,Health Center Name,a0plh70j00D
1053,Health Center Name,a0plh70j00D
1054,Health Center Name,a0plh70j00D
1055,Health Center Name,a0plh70j00D
1056,Health Center Name,a0plh70j00D
1057,Health Center Name,a0plh70j00D
1058,Health Center Name,a0plh70j00D
1059,Health Center Name,a0plh70j00D
1060,Health Center Name,a0plh70j00D
1061,Health Center Name,a0plh70j00D
1062,Health Center Name,a0plh70j00D
1063,Health Center Name,a0plh70j00D
1064,Health Center Name,a0plh70j00D
1065,Health Center Name,a0plh70j00D
1066,Health Center Name,a0plh70j00D
1067,Health Center Name,a0plh70j00D
1068,Health Center Name,a0plh70j00D
1069,Health Center Name,a0plh70j00D
1070,Health Center Name,a0plh70j00D
1071,Health Center Name,a0plh70j00D
1072,Health Center Name,a0plh70j00D
1073,Health Center Name,a0plh70j00D
1074,Health Center Name,a0plh70j00D
1075,Health Center Name,a0plh70j00D
1076,Health Center Name,a0plh70j00D
1077,Health Center Name,a0plh70j00D
1078,Health Center Name,a0plh70j00D
1079,Kyayi HC IIII,tPiPaWz3TIK
1080,Kyayi HC IIII,tPiPaWz3TIK
1081,Kyayi HC IIII,tPiPaWz3TIK
1082,Kyayi HC IIII,tPiPaWz3TIK
1083,Kyayi HC IIII,tPiPaWz3TIK
1084,Kyayi HC IIII,tPiPaWz3TIK
1085,Kyayi HC IIII,tPiPaWz3TIK
1086,Kyayi HC IIII,tPiPaWz3TIK
1087,Kyayi HC IIII,tPiPaWz3TIK
1088,Kyayi HC IIII,tPiPaWz3TIK
1089,Kyayi HC IIII,tPiPaWz3TIK
1090,Kyayi HC IIII,tPiPaWz3TIK
1091,Kyayi HC IIII,tPiPaWz3TIK
1092,Kyayi HC IIII,tPiPaWz3TIK
1093,Kyayi HC IIII,tPiPaWz3TIK
1094,Kyayi HC IIII,tPiPaWz3TIK
1095,Kyayi HC IIII,tPiPaWz3TIK
1096,Kyayi HC IIII,tPiPaWz3TIK
1097,Kyayi HC IIII,tPiPaWz3TIK
1098,Kyayi HC IIII,tPiPaWz3TIK
1099,Kyayi HC IIII,tPiPaWz3TIK
1100,Kyayi HC IIII,tPiPaWz3TIK
1101,Kyayi HC IIII,tPiPaWz3TIK
1102,Kyayi HC IIII,tPiPaWz3TIK
1103,Kyayi HC IIII,tPiPaWz3TIK
1104,Kyayi HC IIII,tPiPaWz3TIK
1105,Kyayi HC IIII,tPiPaWz3TIK
1106,Kyayi HC IIII,tPiPaWz3TIK
1107,Kyayi HC IIII,tPiPaWz3TIK
1108,Kyayi HC IIII,tPiPaWz3TIK
1109,Kyayi HC IIII,tPiPaWz3TIK
1110,Kyayi HC IIII,tPiPaWz3TIK
1111,Kyayi HC IIII,tPiPaWz3TIK
1112,Kyayi HC IIII,tPiPaWz3TIK
1113,Kyayi HC IIII,tPiPaWz3TIK
1114,Kyayi HC IIII,tPiPaWz3TIK
1115,Kyayi HC IIII,tPiPaWz3TIK
1116,Kyayi HC IIII,tPiPaWz3TIK
1117,Kyayi HC IIII,tPiPaWz3TIK
1118,Kyayi HC IIII,tPiPaWz3TIK
1119,Kyayi HC IIII,tPiPaWz3TIK
1120,Kyayi HC IIII,tPiPaWz3TIK
1121,Kyayi HC IIII,tPiPaWz3TIK
1122,Kyayi HC IIII,tPiPaWz3TIK
1123,Kyayi HC IIII,tPiPaWz3TIK
1124,Kyayi HC IIII,tPiPaWz3TIK
1125,Kyayi HC IIII,tPiPaWz3TIK
1126,Kyayi HC IIII,tPiPaWz3TIK
1127,Kyayi HC IIII,tPiPaWz3TIK
1128,Kyayi HC IIII,tPiPaWz3TIK
1129,Kyayi HC IIII,tPiPaWz3TIK
1130,Kyayi HC IIII,tPiPaWz3TIK
1131,Kyayi HC IIII,tPiPaWz3TIK
1132,Kyayi HC IIII,tPiPaWz3TIK
1133,Kyayi HC IIII,tPiPaWz3TIK
1134,Kyayi HC IIII,tPiPaWz3TIK
1135,Kyayi HC IIII,tPiPaWz3TIK
1136,Kyayi HC IIII,tPiPaWz3TIK
1137,Kyayi HC IIII,tPiPaWz3TIK
1138,Kyayi HC IIII,tPiPaWz3TIK
1139,Kyayi HC IIII,tPiPaWz3TIK
1140,Kyayi HC IIII,tPiPaWz3TIK
1141,Kyayi HC IIII,tPiPaWz3TIK
1142,Kyayi HC IIII,tPiPaWz3TIK
1143,Kyayi HC IIII,tPiPaWz3TIK
1144,Kyayi HC IIII,tPiPaWz3TIK
1145,Kyayi HC IIII,tPiPaWz3TIK
1146,Kyayi HC IIII,tPiPaWz3TIK
1147,Kyayi HC IIII,tPiPaWz3TIK
1148,Kyayi HC IIII,tPiPaWz3TIK
1149,Kyayi HC IIII,tPiPaWz3TIK
1150,Kyayi HC IIII,tPiPaWz3TIK
1151,Kyayi HC IIII,tPiPaWz3TIK
1152,Kyayi HC IIII,tPiPaWz3TIK
1153,Kyayi HC IIII,tPiPaWz3TIK
1154,Kyayi HC IIII,tPiPaWz3TIK
1155,Kyayi HC IIII,tPiPaWz3TIK
1156,Kyayi HC IIII,tPiPaWz3TIK
1157,Kyayi HC IIII,tPiPaWz3TIK
1158,Kyayi HC IIII,tPiPaWz3TIK
1159,Kyayi HC IIII,tPiPaWz3TIK
1160,Kyayi HC IIII,tPiPaWz3TIK
1161,Kyayi HC IIII,tPiPaWz3TIK
